Gmina,Powiat,Województwo,Andrzej Sebastian DUDA,Rafał Kazimierz TRZASKOWSKI
gm. Stąporków,konecki,świętokrzyskie,5550,3025
gm. Baćkowice,opatowski,świętokrzyskie,2087,438
gm. Iwaniska,opatowski,świętokrzyskie,2979,621
gm. Lipnik,opatowski,świętokrzyskie,2017,569
gm. Opatów,opatowski,świętokrzyskie,4008,1956
gm. Ożarów,opatowski,świętokrzyskie,3506,1678
gm. Sadowie,opatowski,świętokrzyskie,1610,512
gm. Tarłów,opatowski,świętokrzyskie,2059,521
gm. Wojciechowice,opatowski,świętokrzyskie,1410,574
m. Ostrowiec Świętokrzyski,ostrowiecki,świętokrzyskie,17160,15413
gm. Bałtów,ostrowiecki,świętokrzyskie,1393,576
gm. Bodzechów,ostrowiecki,świętokrzyskie,4115,2408
gm. Ćmielów,ostrowiecki,świętokrzyskie,2211,1140
gm. Kunów,ostrowiecki,świętokrzyskie,3217,1648
gm. Waśniów,ostrowiecki,świętokrzyskie,2711,572
gm. Działoszyce,pińczowski,świętokrzyskie,1892,693
gm. Kije,pińczowski,świętokrzyskie,1886,609
gm. Michałów,pińczowski,świętokrzyskie,1751,671
gm. Pińczów,pińczowski,świętokrzyskie,7112,3917
gm. Złota,pińczowski,świętokrzyskie,1727,612
m. Sandomierz,sandomierski,świętokrzyskie,6111,6306
gm. Dwikozy,sandomierski,świętokrzyskie,2673,1445
gm. Klimontów,sandomierski,świętokrzyskie,3008,1040
gm. Koprzywnica,sandomierski,świętokrzyskie,2663,949
gm. Łoniów,sandomierski,świętokrzyskie,2962,875
gm. Obrazów,sandomierski,świętokrzyskie,2309,936
gm. Samborzec,sandomierski,świętokrzyskie,3115,1331
gm. Wilczyce,sandomierski,świętokrzyskie,1272,562
gm. Zawichost,sandomierski,świętokrzyskie,1511,701
m. Skarżysko-Kamienna,skarżyski,świętokrzyskie,11861,11144
gm. Bliżyn,skarżyski,świętokrzyskie,2770,1457
gm. Łączna,skarżyski,świętokrzyskie,2122,679
gm. Skarżysko Kościelne,skarżyski,świętokrzyskie,2091,1074
gm. Suchedniów,skarżyski,świętokrzyskie,2928,2459
m. Starachowice,starachowicki,świętokrzyskie,12572,11820
gm. Brody,starachowicki,świętokrzyskie,3913,1700
gm. Mirzec,starachowicki,świętokrzyskie,3310,1161
gm. Pawłów,starachowicki,świętokrzyskie,6220,1447
gm. Wąchock,starachowicki,świętokrzyskie,2233,1402
gm. Bogoria,staszowski,świętokrzyskie,3248,881
gm. Łubnice,staszowski,świętokrzyskie,1868,387
gm. Oleśnica,staszowski,świętokrzyskie,1456,459
gm. Osiek,staszowski,świętokrzyskie,3724,541
gm. Połaniec,staszowski,świętokrzyskie,4450,1850
gm. Rytwiany,staszowski,świętokrzyskie,2454,827
gm. Staszów,staszowski,świętokrzyskie,8699,4519
gm. Szydłów,staszowski,świętokrzyskie,1923,618
gm. Kluczewsko,włoszczowski,świętokrzyskie,2382,628
gm. Krasocin,włoszczowski,świętokrzyskie,4401,1309
gm. Moskorzew,włoszczowski,świętokrzyskie,1161,365
gm. Radków,włoszczowski,świętokrzyskie,972,395
gm. Secemin,włoszczowski,świętokrzyskie,1857,685
gm. Włoszczowa,włoszczowski,świętokrzyskie,7214,3365
m. Kielce,Kielce,świętokrzyskie,49605,54478
m. Bartoszyce,bartoszycki,warmińsko-mazurskie,4982,6122
m. Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,811,1006
gm. Bartoszyce,bartoszycki,warmińsko-mazurskie,2670,1924
gm. Bisztynek,bartoszycki,warmińsko-mazurskie,1335,1213
gm. Górowo Iławeckie,bartoszycki,warmińsko-mazurskie,1515,1574
gm. Sępopol,bartoszycki,warmińsko-mazurskie,1502,1012
m. Braniewo,braniewski,warmińsko-mazurskie,3301,4602
gm. Braniewo,braniewski,warmińsko-mazurskie,1288,1116
gm. Frombork,braniewski,warmińsko-mazurskie,729,1025
gm. Lelkowo,braniewski,warmińsko-mazurskie,657,465
gm. Pieniężno,braniewski,warmińsko-mazurskie,1652,1107
gm. Płoskinia,braniewski,warmińsko-mazurskie,547,466
gm. Wilczęta,braniewski,warmińsko-mazurskie,681,518
m. Działdowo,działdowski,warmińsko-mazurskie,5140,5348
gm. Działdowo,działdowski,warmińsko-mazurskie,2676,1391
gm. Iłowo-Osada,działdowski,warmińsko-mazurskie,2114,1238
gm. Lidzbark,działdowski,warmińsko-mazurskie,4114,2663
gm. Płośnica,działdowski,warmińsko-mazurskie,1740,859
gm. Rybno,działdowski,warmińsko-mazurskie,2467,1269
gm. Elbląg,elbląski,warmińsko-mazurskie,1628,1707
gm. Godkowo,elbląski,warmińsko-mazurskie,838,459
gm. Gronowo Elbląskie,elbląski,warmińsko-mazurskie,1036,1099
gm. Markusy,elbląski,warmińsko-mazurskie,1018,697
gm. Milejewo,elbląski,warmińsko-mazurskie,819,746
gm. Młynary,elbląski,warmińsko-mazurskie,1062,981
gm. Pasłęk,elbląski,warmińsko-mazurskie,3946,4640
gm. Rychliki,elbląski,warmińsko-mazurskie,839,672
gm. Tolkmicko,elbląski,warmińsko-mazurskie,1444,1518
m. Ełk,ełcki,warmińsko-mazurskie,12090,13629
gm. Ełk,ełcki,warmińsko-mazurskie,2585,2531
gm. Kalinowo,ełcki,warmińsko-mazurskie,1783,949
gm. Prostki,ełcki,warmińsko-mazurskie,1860,995
gm. Stare Juchy,ełcki,warmińsko-mazurskie,912,1008
m. Giżycko,giżycki,warmińsko-mazurskie,5788,10490
gm. Giżycko,giżycki,warmińsko-mazurskie,2216,3881
gm. Kruklanki,giżycki,warmińsko-mazurskie,791,1188
gm. Miłki,giżycki,warmińsko-mazurskie,1058,1426
gm. Ryn,giżycki,warmińsko-mazurskie,1715,2241
gm. Wydminy,giżycki,warmińsko-mazurskie,1596,1545
m. Iława,iławski,warmińsko-mazurskie,7943,9983
m. Lubawa,iławski,warmińsko-mazurskie,2699,2268
gm. Iława,iławski,warmińsko-mazurskie,3397,3078
gm. Kisielice,iławski,warmińsko-mazurskie,1730,878
gm. Lubawa,iławski,warmińsko-mazurskie,3866,1314
gm. Susz,iławski,warmińsko-mazurskie,3099,2217
gm. Zalewo,iławski,warmińsko-mazurskie,1550,1456
m. Kętrzyn,kętrzyński,warmińsko-mazurskie,5405,7479
gm. Barciany,kętrzyński,warmińsko-mazurskie,1380,957
gm. Kętrzyn,kętrzyński,warmińsko-mazurskie,1698,1569
gm. Korsze,kętrzyński,warmińsko-mazurskie,2262,1701
gm. Reszel,kętrzyński,warmińsko-mazurskie,1671,1879
gm. Srokowo,kętrzyński,warmińsko-mazurskie,881,881
m. Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie,2920,4582
gm. Kiwity,lidzbarski,warmińsko-mazurskie,860,630
gm. Lidzbark Warmiński,lidzbarski,warmińsko-mazurskie,1436,1354
gm. Lubomino,lidzbarski,warmińsko-mazurskie,871,619
gm. Orneta,lidzbarski,warmińsko-mazurskie,2659,2598
m. Mrągowo,mrągowski,warmińsko-mazurskie,4717,6598
gm. Mikołajki,mrągowski,warmińsko-mazurskie,2284,3971
gm. Mrągowo,mrągowski,warmińsko-mazurskie,1867,2192
gm. Piecki,mrągowski,warmińsko-mazurskie,2175,2167
gm. Sorkwity,mrągowski,warmińsko-mazurskie,1258,1397
gm. Janowiec Kościelny,nidzicki,warmińsko-mazurskie,1156,425
gm. Janowo,nidzicki,warmińsko-mazurskie,813,414
gm. Kozłowo,nidzicki,warmińsko-mazurskie,1678,784
gm. Nidzica,nidzicki,warmińsko-mazurskie,5300,4843
m. Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie,2502,2634
gm. Biskupiec,nowomiejski,warmińsko-mazurskie,2740,1635
gm. Grodziczno,nowomiejski,warmińsko-mazurskie,2462,751
gm. Kurzętnik,nowomiejski,warmińsko-mazurskie,3117,1290
gm. Nowe Miasto Lubawskie,nowomiejski,warmińsko-mazurskie,2468,1368
gm. Kowale Oleckie,olecki,warmińsko-mazurskie,1122,699
gm. Olecko,olecki,warmińsko-mazurskie,5055,4703
gm. Świętajno,olecki,warmińsko-mazurskie,935,811
gm. Wieliczki,olecki,warmińsko-mazurskie,987,435
gm. Barczewo,olsztyński,warmińsko-mazurskie,3703,5336
gm. Biskupiec,olsztyński,warmińsko-mazurskie,3892,4704
gm. Dobre Miasto,olsztyński,warmińsko-mazurskie,3482,3647
gm. Dywity,olsztyński,warmińsko-mazurskie,2409,4248
gm. Gietrzwałd,olsztyński,warmińsko-mazurskie,1444,2357
gm. Jeziorany,olsztyński,warmińsko-mazurskie,1775,1471
gm. Jonkowo,olsztyński,warmińsko-mazurskie,1313,2424
gm. Kolno,olsztyński,warmińsko-mazurskie,781,577
gm. Olsztynek,olsztyński,warmińsko-mazurskie,3265,4016
gm. Purda,olsztyński,warmińsko-mazurskie,1826,2743
gm. Stawiguda,olsztyński,warmińsko-mazurskie,1935,5012
gm. Świątki,olsztyński,warmińsko-mazurskie,951,738
m. Ostróda,ostródzki,warmińsko-mazurskie,6366,10269
gm. Dąbrówno,ostródzki,warmińsko-mazurskie,1167,822
gm. Grunwald,ostródzki,warmińsko-mazurskie,1395,1067
gm. Łukta,ostródzki,warmińsko-mazurskie,938,1368
gm. Małdyty,ostródzki,warmińsko-mazurskie,1319,1282
gm. Miłakowo,ostródzki,warmińsko-mazurskie,1262,1064
gm. Miłomłyn,ostródzki,warmińsko-mazurskie,1108,1486
gm. Morąg,ostródzki,warmińsko-mazurskie,5347,6358
gm. Ostróda,ostródzki,warmińsko-mazurskie,3710,4039
gm. Biała Piska,piski,warmińsko-mazurskie,3161,1463
gm. Orzysz,piski,warmińsko-mazurskie,2359,2261
gm. Pisz,piski,warmińsko-mazurskie,7625,5799
gm. Ruciane-Nida,piski,warmińsko-mazurskie,2716,3989
m. Szczytno,szczycieński,warmińsko-mazurskie,5730,6397
gm. Dźwierzuty,szczycieński,warmińsko-mazurskie,1747,1467
gm. Jedwabno,szczycieński,warmińsko-mazurskie,1235,1541
gm. Pasym,szczycieński,warmińsko-mazurskie,1579,1797
gm. Rozogi,szczycieński,warmińsko-mazurskie,1796,626
gm. Szczytno,szczycieński,warmińsko-mazurskie,3502,3158
gm. Świętajno,szczycieński,warmińsko-mazurskie,1934,1742
gm. Wielbark,szczycieński,warmińsko-mazurskie,1719,946
gm. Banie Mazurskie,gołdapski,warmińsko-mazurskie,786,821
gm. Dubeninki,gołdapski,warmińsko-mazurskie,767,497
gm. Gołdap,gołdapski,warmińsko-mazurskie,3969,4911
gm. Budry,węgorzewski,warmińsko-mazurskie,766,441
gm. Pozezdrze,węgorzewski,warmińsko-mazurskie,881,1015
gm. Węgorzewo,węgorzewski,warmińsko-mazurskie,3575,5565
m. Elbląg,Elbląg,warmińsko-mazurskie,24050,32363
m. Olsztyn,Olsztyn,warmińsko-mazurskie,32530,58029
m. Chodzież,chodzieski,wielkopolskie,3311,6739
gm. Budzyń,chodzieski,wielkopolskie,1810,2281
gm. Chodzież,chodzieski,wielkopolskie,1219,1839
gm. Margonin,chodzieski,wielkopolskie,1508,2007
gm. Szamocin,chodzieski,wielkopolskie,1686,1849
m. Czarnków,czarnkowsko-trzcianecki,wielkopolskie,2067,3574
gm. Czarnków,czarnkowsko-trzcianecki,wielkopolskie,2728,2780
gm. Drawsko,czarnkowsko-trzcianecki,wielkopolskie,1723,1363
gm. Krzyż Wielkopolski,czarnkowsko-trzcianecki,wielkopolskie,1869,2262
gm. Lubasz,czarnkowsko-trzcianecki,wielkopolskie,1792,2078
gm. Połajewo,czarnkowsko-trzcianecki,wielkopolskie,1802,1324
gm. Trzcianka,czarnkowsko-trzcianecki,wielkopolskie,4465,7395
gm. Wieleń,czarnkowsko-trzcianecki,wielkopolskie,3090,2975
m. Gniezno,gnieźnieński,wielkopolskie,14291,20873
gm. Czerniejewo,gnieźnieński,wielkopolskie,2248,1822
gm. Gniezno,gnieźnieński,wielkopolskie,2918,3467
gm. Kiszkowo,gnieźnieński,wielkopolskie,1479,1274
gm. Kłecko,gnieźnieński,wielkopolskie,2254,1592
gm. Łubowo,gnieźnieński,wielkopolskie,1705,1831
gm. Mieleszyn,gnieźnieński,wielkopolskie,1151,752
gm. Niechanowo,gnieźnieński,wielkopolskie,1818,1246
gm. Trzemeszno,gnieźnieński,wielkopolskie,3535,3064
gm. Witkowo,gnieźnieński,wielkopolskie,3882,3509
gm. Borek Wielkopolski,gostyński,wielkopolskie,2165,1397
gm. Gostyń,gostyński,wielkopolskie,7226,6939
gm. Krobia,gostyński,wielkopolskie,3847,2103
gm. Pępowo,gostyński,wielkopolskie,2084,1025
gm. Piaski,gostyński,wielkopolskie,2506,1710
gm. Pogorzela,gostyński,wielkopolskie,1407,865
gm. Poniec,gostyński,wielkopolskie,2212,1325
gm. Granowo,grodziski,wielkopolskie,1533,1045
gm. Grodzisk Wielkopolski,grodziski,wielkopolskie,4645,5302
gm. Kamieniec,grodziski,wielkopolskie,1889,1321
gm. Rakoniewice,grodziski,wielkopolskie,3303,3024
gm. Wielichowo,grodziski,wielkopolskie,2077,1442
gm. Jaraczewo,jarociński,wielkopolskie,2743,1294
gm. Jarocin,jarociński,wielkopolskie,11671,11333
gm. Kotlin,jarociński,wielkopolskie,2241,1251
gm. Żerków,jarociński,wielkopolskie,3585,1694
gm. Blizanów,kaliski,wielkopolskie,3168,1983
gm. Brzeziny,kaliski,wielkopolskie,2184,900
gm. Ceków-Kolonia,kaliski,wielkopolskie,1606,835
gm. Godziesze Wielkie,kaliski,wielkopolskie,3329,1738
gm. Koźminek,kaliski,wielkopolskie,2731,1166
gm. Lisków,kaliski,wielkopolskie,1903,732
gm. Mycielin,kaliski,wielkopolskie,1780,641
gm. Opatówek,kaliski,wielkopolskie,3738,2190
gm. Stawiszyn,kaliski,wielkopolskie,2373,1342
gm. Szczytniki,kaliski,wielkopolskie,3333,931
gm. Żelazków,kaliski,wielkopolskie,3344,1883
gm. Baranów,kępiński,wielkopolskie,2245,1759
gm. Bralin,kępiński,wielkopolskie,1663,1528
gm. Kępno,kępiński,wielkopolskie,6021,6714
gm. Łęka Opatowska,kępiński,wielkopolskie,1623,1075
gm. Perzów,kępiński,wielkopolskie,989,849
gm. Rychtal,kępiński,wielkopolskie,1143,711
gm. Trzcinica,kępiński,wielkopolskie,1538,951
m. Koło,kolski,wielkopolskie,5687,5130
gm. Babiak,kolski,wielkopolskie,3079,1027
gm. Chodów,kolski,wielkopolskie,1195,376
gm. Dąbie,kolski,wielkopolskie,2568,743
gm. Grzegorzew,kolski,wielkopolskie,2189,698
gm. Kłodawa,kolski,wielkopolskie,4277,2032
gm. Koło,kolski,wielkopolskie,2732,1381
gm. Kościelec,kolski,wielkopolskie,2580,1009
gm. Olszówka,kolski,wielkopolskie,1817,441
gm. Osiek Mały,kolski,wielkopolskie,2354,737
gm. Przedecz,kolski,wielkopolskie,1443,550
gm. Golina,koniński,wielkopolskie,3959,2321
gm. Grodziec,koniński,wielkopolskie,1888,736
gm. Kazimierz Biskupi,koniński,wielkopolskie,3679,2324
gm. Kleczew,koniński,wielkopolskie,3727,1602
gm. Kramsk,koniński,wielkopolskie,4132,1819
gm. Krzymów,koniński,wielkopolskie,3071,1166
gm. Rychwał,koniński,wielkopolskie,3241,1094
gm. Rzgów,koniński,wielkopolskie,2526,1286
gm. Skulsk,koniński,wielkopolskie,2238,876
gm. Sompolno,koniński,wielkopolskie,4017,1447
gm. Stare Miasto,koniński,wielkopolskie,3931,2690
gm. Ślesin,koniński,wielkopolskie,4945,2862
gm. Wierzbinek,koniński,wielkopolskie,3071,580
gm. Wilczyn,koniński,wielkopolskie,2351,931
m. Kościan,kościański,wielkopolskie,5076,8113
gm. Czempiń,kościański,wielkopolskie,2736,3001
gm. Kościan,kościański,wielkopolskie,4228,4060
gm. Krzywiń,kościański,wielkopolskie,3241,1733
gm. Śmigiel,kościański,wielkopolskie,4805,3873
m. Sulmierzyce,krotoszyński,wielkopolskie,851,592
gm. Kobylin,krotoszyński,wielkopolskie,2530,1401
gm. Koźmin Wielkopolski,krotoszyński,wielkopolskie,3732,2718
gm. Krotoszyn,krotoszyński,wielkopolskie,10494,9551
gm. Rozdrażew,krotoszyński,wielkopolskie,1916,700
gm. Zduny,krotoszyński,wielkopolskie,1978,1574
gm. Krzemieniewo,leszczyński,wielkopolskie,2423,1707
gm. Lipno,leszczyński,wielkopolskie,1783,2511
gm. Osieczna,leszczyński,wielkopolskie,2409,2300
gm. Rydzyna,leszczyński,wielkopolskie,2343,2651
gm. Święciechowa,leszczyński,wielkopolskie,1782,2251
gm. Wijewo,leszczyński,wielkopolskie,1054,1065
gm. Włoszakowice,leszczyński,wielkopolskie,2531,2910
gm. Chrzypsko Wielkie,międzychodzki,wielkopolskie,919,776
gm. Kwilcz,międzychodzki,wielkopolskie,1448,1674
gm. Międzychód,międzychodzki,wielkopolskie,3454,6077
gm. Sieraków,międzychodzki,wielkopolskie,1899,2547
gm. Kuślin,nowotomyski,wielkopolskie,1466,1222
gm. Lwówek,nowotomyski,wielkopolskie,2166,2091
gm. Miedzichowo,nowotomyski,wielkopolskie,1024,1020
gm. Nowy Tomyśl,nowotomyski,wielkopolskie,5111,8990
gm. Opalenica,nowotomyski,wielkopolskie,4023,4492
gm. Zbąszyń,nowotomyski,wielkopolskie,2947,4479
gm. Oborniki,obornicki,wielkopolskie,6921,10600
gm. Rogoźno,obornicki,wielkopolskie,3833,4988
gm. Ryczywół,obornicki,wielkopolskie,1789,1693
m. Ostrów Wielkopolski,ostrowski,wielkopolskie,14924,23164
gm. Nowe Skalmierzyce,ostrowski,wielkopolskie,4406,3429
gm. Odolanów,ostrowski,wielkopolskie,5216,2453
gm. Ostrów Wielkopolski,ostrowski,wielkopolskie,5818,3983
gm. Przygodzice,ostrowski,wielkopolskie,3716,2802
gm. Raszków,ostrowski,wielkopolskie,3883,2244
gm. Sieroszewice,ostrowski,wielkopolskie,3326,1500
gm. Sośnie,ostrowski,wielkopolskie,2166,1090
gm. Czajków,ostrzeszowski,wielkopolskie,1039,514
gm. Doruchów,ostrzeszowski,wielkopolskie,1750,926
gm. Grabów nad Prosną,ostrzeszowski,wielkopolskie,2331,1577
gm. Kobyla Góra,ostrzeszowski,wielkopolskie,1618,1621
gm. Kraszewice,ostrzeszowski,wielkopolskie,1085,689
gm. Mikstat,ostrzeszowski,wielkopolskie,2253,926
gm. Ostrzeszów,ostrzeszowski,wielkopolskie,5713,6589
m. Piła,pilski,wielkopolskie,13212,23852
gm. Białośliwie,pilski,wielkopolskie,1278,1057
gm. Kaczory,pilski,wielkopolskie,2022,2015
gm. Łobżenica,pilski,wielkopolskie,3050,1420
gm. Miasteczko Krajeńskie,pilski,wielkopolskie,707,786
gm. Szydłowo,pilski,wielkopolskie,1867,2664
gm. Ujście,pilski,wielkopolskie,1820,2111
gm. Wyrzysk,pilski,wielkopolskie,3510,2850
gm. Wysoka,pilski,wielkopolskie,1783,1179
gm. Chocz,pleszewski,wielkopolskie,1533,811
gm. Czermin,pleszewski,wielkopolskie,1789,787
gm. Dobrzyca,pleszewski,wielkopolskie,2492,1565
gm. Gizałki,pleszewski,wielkopolskie,1795,613
gm. Gołuchów,pleszewski,wielkopolskie,3444,2299
gm. Pleszew,pleszewski,wielkopolskie,7453,7655
m. Luboń,poznański,wielkopolskie,5597,12106
m. Puszczykowo,poznański,wielkopolskie,1896,4196
gm. Buk,poznański,wielkopolskie,3075,3832
gm. Czerwonak,poznański,wielkopolskie,5064,10425
gm. Dopiewo,poznański,wielkopolskie,4490,11781
gm. Kleszczewo,poznański,wielkopolskie,1788,3352
gm. Komorniki,poznański,wielkopolskie,4312,12729
gm. Kostrzyn,poznański,wielkopolskie,4262,5353
gm. Kórnik,poznański,wielkopolskie,5350,11251
gm. Mosina,poznański,wielkopolskie,6968,11551
gm. Murowana Goślina,poznański,wielkopolskie,3179,6113
gm. Pobiedziska,poznański,wielkopolskie,4202,6996
gm. Rokietnica,poznański,wielkopolskie,2967,7863
gm. Stęszew,poznański,wielkopolskie,3375,4766
gm. Suchy Las,poznański,wielkopolskie,2648,8147
gm. Swarzędz,poznański,wielkopolskie,9126,19397
gm. Tarnowo Podgórne,poznański,wielkopolskie,4710,11820
gm. Bojanowo,rawicki,wielkopolskie,1943,1994
gm. Jutrosin,rawicki,wielkopolskie,2135,1158
gm. Miejska Górka,rawicki,wielkopolskie,2668,1673
gm. Pakosław,rawicki,wielkopolskie,1742,876
gm. Rawicz,rawicki,wielkopolskie,6590,8615
m. Słupca,słupecki,wielkopolskie,3392,3795
gm. Lądek,słupecki,wielkopolskie,1893,989
gm. Orchowo,słupecki,wielkopolskie,1162,734
gm. Ostrowite,słupecki,wielkopolskie,1825,904
gm. Powidz,słupecki,wielkopolskie,907,1276
gm. Słupca,słupecki,wielkopolskie,3185,1616
gm. Strzałkowo,słupecki,wielkopolskie,3059,2105
gm. Zagórów,słupecki,wielkopolskie,2813,1448
m. Obrzycko,szamotulski,wielkopolskie,644,807
gm. Duszniki,szamotulski,wielkopolskie,2504,2249
gm. Kaźmierz,szamotulski,wielkopolskie,1728,2674
gm. Obrzycko,szamotulski,wielkopolskie,1017,1119
gm. Ostroróg,szamotulski,wielkopolskie,1159,1368
gm. Pniewy,szamotulski,wielkopolskie,2967,3450
gm. Szamotuły,szamotulski,wielkopolskie,6108,9785
gm. Wronki,szamotulski,wielkopolskie,3882,6945
gm. Dominowo,średzki,wielkopolskie,928,605
gm. Krzykosy,średzki,wielkopolskie,2112,1435
gm. Nowe Miasto nad Wartą,średzki,wielkopolskie,2585,1826
gm. Środa Wielkopolska,średzki,wielkopolskie,7725,9261
gm. Zaniemyśl,średzki,wielkopolskie,1619,2129
gm. Brodnica,śremski,wielkopolskie,1136,1178
gm. Dolsk,śremski,wielkopolskie,1720,1198
gm. Książ Wielkopolski,śremski,wielkopolskie,2321,1561
gm. Śrem,śremski,wielkopolskie,9609,12182
m. Turek,turecki,wielkopolskie,7301,6732
gm. Brudzew,turecki,wielkopolskie,2474,740
gm. Dobra,turecki,wielkopolskie,2344,843
gm. Kawęczyn,turecki,wielkopolskie,2095,564
gm. Malanów,turecki,wielkopolskie,2203,815
gm. Przykona,turecki,wielkopolskie,1830,597
gm. Tuliszków,turecki,wielkopolskie,3791,1456
gm. Turek,turecki,wielkopolskie,3320,1703
gm. Władysławów,turecki,wielkopolskie,3510,965
m. Wągrowiec,wągrowiecki,wielkopolskie,5229,8133
gm. Damasławek,wągrowiecki,wielkopolskie,1632,1080
gm. Gołańcz,wągrowiecki,wielkopolskie,2128,1591
gm. Mieścisko,wągrowiecki,wielkopolskie,1603,1322
gm. Skoki,wągrowiecki,wielkopolskie,2097,2790
gm. Wapno,wągrowiecki,wielkopolskie,742,645
gm. Wągrowiec,wągrowiecki,wielkopolskie,2895,2690
gm. Przemęt,wolsztyński,wielkopolskie,4456,3286
gm. Siedlec,wolsztyński,wielkopolskie,3405,3174
gm. Wolsztyn,wolsztyński,wielkopolskie,6814,9540
gm. Kołaczkowo,wrzesiński,wielkopolskie,1952,966
gm. Miłosław,wrzesiński,wielkopolskie,2979,2249
gm. Nekla,wrzesiński,wielkopolskie,1864,2114
gm. Pyzdry,wrzesiński,wielkopolskie,2272,1194
gm. Września,wrzesiński,wielkopolskie,11522,13246
m. Złotów,złotowski,wielkopolskie,3543,5696
gm. Jastrowie,złotowski,wielkopolskie,2220,2743
gm. Krajenka,złotowski,wielkopolskie,1719,1901
gm. Lipka,złotowski,wielkopolskie,1217,1113
gm. Okonek,złotowski,wielkopolskie,1873,1819
gm. Tarnówka,złotowski,wielkopolskie,775,757
gm. Zakrzewo,złotowski,wielkopolskie,1273,1099
gm. Złotów,złotowski,wielkopolskie,2126,2066
m. Kalisz,Kalisz,wielkopolskie,21119,30383
m. Konin,Konin,wielkopolskie,18860,20126
m. Leszno,Leszno,wielkopolskie,11226,21808
m. Poznań,Poznań,wielkopolskie,86290,221266
m. Białogard,białogardzki,zachodniopomorskie,4540,6626
gm. Białogard,białogardzki,zachodniopomorskie,1629,1441
gm. Karlino,białogardzki,zachodniopomorskie,1816,1784
gm. Tychowo,białogardzki,zachodniopomorskie,1518,1659
gm. Bierzwnik,choszczeński,zachodniopomorskie,1185,1102
gm. Choszczno,choszczeński,zachodniopomorskie,4491,5600
gm. Drawno,choszczeński,zachodniopomorskie,1157,1282
gm. Krzęcin,choszczeński,zachodniopomorskie,856,758
gm. Pełczyce,choszczeński,zachodniopomorskie,1819,1429
gm. Recz,choszczeński,zachodniopomorskie,1239,991
gm. Czaplinek,drawski,zachodniopomorskie,2468,3318
gm. Drawsko Pomorskie,drawski,zachodniopomorskie,3315,4727
gm. Kalisz Pomorski,drawski,zachodniopomorskie,1490,1629
gm. Wierzchowo,drawski,zachodniopomorskie,1202,1131
gm. Złocieniec,drawski,zachodniopomorskie,3699,4241
gm. Goleniów,goleniowski,zachodniopomorskie,7513,11082
gm. Maszewo,goleniowski,zachodniopomorskie,2062,1767
gm. Nowogard,goleniowski,zachodniopomorskie,5184,6653
gm. Osina,goleniowski,zachodniopomorskie,732,617
gm. Przybiernów,goleniowski,zachodniopomorskie,1219,1039
gm. Stepnica,goleniowski,zachodniopomorskie,891,1176
gm. Brojce,gryficki,zachodniopomorskie,927,657
gm. Gryfice,gryficki,zachodniopomorskie,4682,6317
gm. Karnice,gryficki,zachodniopomorskie,1340,1436
gm. Płoty,gryficki,zachodniopomorskie,2047,1876
gm. Rewal,gryficki,zachodniopomorskie,3388,6979
gm. Trzebiatów,gryficki,zachodniopomorskie,4331,6026
gm. Banie,gryfiński,zachodniopomorskie,1606,1081
gm. Cedynia,gryfiński,zachodniopomorskie,858,1047
gm. Chojna,gryfiński,zachodniopomorskie,3117,3262
gm. Gryfino,gryfiński,zachodniopomorskie,7285,8565
gm. Mieszkowice,gryfiński,zachodniopomorskie,1540,1727
gm. Moryń,gryfiński,zachodniopomorskie,977,1024
gm. Stare Czarnowo,gryfiński,zachodniopomorskie,1078,838
gm. Trzcińsko-Zdrój,gryfiński,zachodniopomorskie,1279,1114
gm. Widuchowa,gryfiński,zachodniopomorskie,1306,1072
gm. Dziwnów,kamieński,zachodniopomorskie,2667,5417
gm. Golczewo,kamieński,zachodniopomorskie,1399,1344
gm. Kamień Pomorski,kamieński,zachodniopomorskie,2940,4701
gm. Międzyzdroje,kamieński,zachodniopomorskie,2222,3884
gm. Świerzno,kamieński,zachodniopomorskie,996,1310
gm. Wolin,kamieński,zachodniopomorskie,2923,4152
m. Kołobrzeg,kołobrzeski,zachodniopomorskie,11407,19545
gm. Dygowo,kołobrzeski,zachodniopomorskie,1322,1323
gm. Gościno,kołobrzeski,zachodniopomorskie,1091,1243
gm. Kołobrzeg,kołobrzeski,zachodniopomorskie,3634,6161
gm. Rymań,kołobrzeski,zachodniopomorskie,942,906
gm. Siemyśl,kołobrzeski,zachodniopomorskie,785,1013
gm. Ustronie Morskie,kołobrzeski,zachodniopomorskie,2638,4197
gm. Będzino,koszaliński,zachodniopomorskie,2487,3509
gm. Biesiekierz,koszaliński,zachodniopomorskie,1300,2322
gm. Bobolice,koszaliński,zachodniopomorskie,2195,1920
gm. Manowo,koszaliński,zachodniopomorskie,1346,2182
gm. Mielno,koszaliński,zachodniopomorskie,4127,7345
gm. Polanów,koszaliński,zachodniopomorskie,1829,1928
gm. Sianów,koszaliński,zachodniopomorskie,3003,4024
gm. Świeszyno,koszaliński,zachodniopomorskie,1435,2516
gm. Barlinek,myśliborski,zachodniopomorskie,4101,4980
gm. Boleszkowice,myśliborski,zachodniopomorskie,533,764
gm. Dębno,myśliborski,zachodniopomorskie,4009,5402
gm. Myślibórz,myśliborski,zachodniopomorskie,4343,4726
